query	hmm_score	hmm_evalue	hmm_profile	mmseq_pident	mmseq_evalue	mmseq_bits	mmseq_target	category
ICPPOCKJ_54083				34.4	3.714	20.0	DRAMP00025|len38	mmseq_only
ICPPOCKJ_54098				34.7	5.089	20.0	DRAMP02802|len46	mmseq_only
ICPPOCKJ_54174				62.5	0.5383	22.0	DRAMP18443|len24	mmseq_only
ICPPOCKJ_54290				34.3	5.528	20.0	DRAMP00222|len84	mmseq_only
ICPPOCKJ_54330				36.8	7.996	18.0	DRAMP33937|len20	mmseq_only
ICPPOCKJ_54361				40.0	5.729	20.0	DRAMP02859|len40	mmseq_only
ICPPOCKJ_54365				33.3	7.097	19.0	DRAMP00283|len47	mmseq_only
ICPPOCKJ_54422				42.8	2.099	21.0	DRAMP00315|len46	mmseq_only
ICPPOCKJ_54429				33.3	0.1867	25.0	DRAMP01072|len93	mmseq_only
ICPPOCKJ_54448				30.7	5.934	20.0	DRAMP04254|len36	mmseq_only
ICPPOCKJ_54488				36.6	0.2278	24.0	DRAMP00642|len51	mmseq_only
ICPPOCKJ_54524				40.9	6.352	20.0	DRAMP03175|len51	mmseq_only
ICPPOCKJ_54547				48.2	0.001991	30.0	DRAMP02563|len85	mmseq_only
ICPPOCKJ_54554				36.0	1.921	21.0	DRAMP18128|len29	mmseq_only
ICPPOCKJ_54636				43.4	7.219	20.0	DRAMP00316|len46	mmseq_only
ICPPOCKJ_54638				36.3	4.193	21.0	DRAMP01636|len51	mmseq_only
ICPPOCKJ_54642				50.0	3.714	20.0	DRAMP30489|len36	mmseq_only
ICPPOCKJ_54668				40.0	0.7225	23.0	DRAMP02785|len71	mmseq_only
ICPPOCKJ_54689				41.9	1.619	22.0	DRAMP18326|len36	mmseq_only
ICPPOCKJ_54692				37.1	0.3539	23.0	DRAMP02467|len88	mmseq_only
ICPPOCKJ_54712				30.9	0.06193	26.0	DRAMP02808|len40	mmseq_only
ICPPOCKJ_54722				39.3	1.498	22.0	DRAMP03154|len41	mmseq_only
ICPPOCKJ_54750				50.0	0.1584	24.0	DRAMP01632|len31	mmseq_only
ICPPOCKJ_54763				43.7	1.753	21.0	DRAMP32277|len39	mmseq_only
ICPPOCKJ_54817				47.3	7.522	19.0	DRAMP02244|len31	mmseq_only
ICPPOCKJ_54910				35.7	0.7225	23.0	DRAMP31108|len39	mmseq_only
ICPPOCKJ_54912				41.9	6.27	20.0	DRAMP00173|len61	mmseq_only
ICPPOCKJ_55027				34.2	7.157	20.0	DRAMP03412|len71	mmseq_only
ICPPOCKJ_55033				50.0	1.836	21.0	DRAMP00142|len57	mmseq_only
ICPPOCKJ_55083				33.3	9.055	20.0	DRAMP00722|len74	mmseq_only
ICPPOCKJ_55087				40.0	2.391	20.0	DRAMP02994|len51	mmseq_only
ICPPOCKJ_55111				34.6	9.073	19.0	DRAMP03370|len41	mmseq_only
ICPPOCKJ_55116				30.0	9.917	19.0	DRAMP00476|len68	mmseq_only
ICPPOCKJ_55137				32.3	4.754	20.0	DRAMP01030|len45	mmseq_only
ICPPOCKJ_55197				32.0	7.157	20.0	DRAMP03436|len62	mmseq_only
ICPPOCKJ_55217				35.2	4.577	21.0	DRAMP04486|len66	mmseq_only
ICPPOCKJ_55277				40.0	9.917	19.0	DRAMP03480|len37	mmseq_only
ICPPOCKJ_55303				41.6	6.565	20.0	DRAMP36628|len28	mmseq_only
ICPPOCKJ_55307				53.3	0.7352	21.0	DRAMP01680|len32	mmseq_only
ICPPOCKJ_55324				32.1	7.666	20.0	DRAMP02454|len75	mmseq_only
ICPPOCKJ_55325				30.4	6.097	20.0	DRAMP01716|len61	mmseq_only
ICPPOCKJ_55371	12.4	0.0023	clu_014_n30	44.4	0.03574	26.0	DRAMP01483|len46	both
ICPPOCKJ_55373				40.7	4.302	20.0	DRAMP00316|len46	mmseq_only
ICPPOCKJ_55375				36.6	3.076	20.0	DRAMP03054|len42	mmseq_only
ICPPOCKJ_55389				31.0	0.2197	25.0	DRAMP00741|len82	mmseq_only
ICPPOCKJ_55448				35.7	4.942	20.0	DRAMP00519|len67	mmseq_only
ICPPOCKJ_55454				47.0	6.526	19.0	DRAMP21241|len21	mmseq_only
ICPPOCKJ_55469				34.7	3.148	21.0	DRAMP03798|len32	mmseq_only
ICPPOCKJ_55544				45.4	2.224	21.0	DRAMP35056|len42	mmseq_only
ICPPOCKJ_55585				33.3	5.836	19.0	DRAMP01878|len37	mmseq_only
ICPPOCKJ_55593				50.0	9.454	19.0	DRAMP03308|len55	mmseq_only
ICPPOCKJ_55660				38.0	0.7475	21.0	DRAMP00631|len54	mmseq_only
ICPPOCKJ_55671				36.3	4.32	21.0	DRAMP00515|len56	mmseq_only
ICPPOCKJ_55673	12.3	0.0027	clu_018_n28					hmm_only
ICPPOCKJ_55750	12.9	0.0011	clu_013_n31					hmm_only
ICPPOCKJ_55757				42.4	1.921	21.0	DRAMP29873|len38	mmseq_only
ICPPOCKJ_55783				40.0	7.893	20.0	DRAMP02458|len49	mmseq_only
ICPPOCKJ_55789				45.0	0.1717	24.0	DRAMP32474|len35	mmseq_only
ICPPOCKJ_55875				35.2	6.526	19.0	DRAMP03082|len38	mmseq_only
ICPPOCKJ_55892				45.8	3.231	21.0	DRAMP00998|len33	mmseq_only
ICPPOCKJ_55901				30.3	5.934	20.0	DRAMP00539|len74	mmseq_only
ICPPOCKJ_55913				35.4	2.581	21.0	DRAMP00132|len39	mmseq_only
ICPPOCKJ_55929				41.1	3.38	20.0	DRAMP03465|len55	mmseq_only
ICPPOCKJ_56046				45.0	0.4505	22.0	DRAMP00719|len48	mmseq_only
ICPPOCKJ_56096				40.6	9.326	19.0	DRAMP02524|len93	mmseq_only
ICPPOCKJ_56141				57.1	3.881	19.0	DRAMP03475|len35	mmseq_only
ICPPOCKJ_56184				41.9	5.329	20.0	DRAMP03559|len77	mmseq_only
ICPPOCKJ_56223				36.8	3.38	20.0	DRAMP34362|len47	mmseq_only
ICPPOCKJ_56242				32.3	6.565	20.0	DRAMP02533|len91	mmseq_only
ICPPOCKJ_56316				47.3	0.1478	24.0	DRAMP20878|len50	mmseq_only
ICPPOCKJ_56361				45.1	0.6969	23.0	DRAMP30772|len35	mmseq_only
ICPPOCKJ_56389				34.7	0.004719	29.0	DRAMP02731|len51	mmseq_only
ICPPOCKJ_56410				35.0	1.277	22.0	DRAMP03425|len41	mmseq_only
ICPPOCKJ_56421				61.5	4.358	19.0	DRAMP01176|len22	mmseq_only
ICPPOCKJ_56438				41.3	4.839	21.0	DRAMP01718|len32	mmseq_only
ICPPOCKJ_56471				70.0	2.274	19.0	DRAMP30142|len18	mmseq_only
ICPPOCKJ_56476				40.0	1.824	21.0	DRAMP00547|len59	mmseq_only
ICPPOCKJ_56566				32.6	0.274	24.0	DRAMP00649|len67	mmseq_only
ICPPOCKJ_56682				30.4	6.806	19.0	DRAMP00474|len50	mmseq_only
ICPPOCKJ_56729				33.3	2.192	21.0	DRAMP03676|len41	mmseq_only
ICPPOCKJ_56737				37.5	5.809	19.0	DRAMP36657|len28	mmseq_only
ICPPOCKJ_56782				50.0	5.402	19.0	DRAMP36652|len28	mmseq_only
ICPPOCKJ_56798				37.0	0.03935	27.0	DRAMP02807|len33	mmseq_only
ICPPOCKJ_56822				55.5	0.1529	23.0	DRAMP03494|len32	mmseq_only
ICPPOCKJ_56824				47.3	2.383	21.0	DRAMP00708|len56	mmseq_only
ICPPOCKJ_56922				40.0	7.632	19.0	DRAMP01493|len46	mmseq_only
ICPPOCKJ_56993				46.1	2.961	21.0	DRAMP00803|len37	mmseq_only
ICPPOCKJ_57083				32.6	0.0926	25.0	DRAMP03955|len81	mmseq_only
ICPPOCKJ_57091				30.7	7.893	20.0	DRAMP02410|len62	mmseq_only
ICPPOCKJ_57155				41.1	9.073	19.0	DRAMP01683|len30	mmseq_only
ICPPOCKJ_57177				46.6	4.637	19.0	DRAMP02943|len42	mmseq_only
ICPPOCKJ_57191				45.8	5.136	19.0	DRAMP31683|len28	mmseq_only
ICPPOCKJ_57223				42.8	1.064	23.0	DRAMP03587|len47	mmseq_only
ICPPOCKJ_57276				35.7	4.928	20.0	DRAMP02839|len38	mmseq_only
ICPPOCKJ_57287				44.0	9.055	20.0	DRAMP01994|len33	mmseq_only
ICPPOCKJ_57411				34.6	4.003	20.0	DRAMP03184|len77	mmseq_only
ICPPOCKJ_57435	12.4	0.0019	clu_022_n27	64.7	0.4492	23.0	DRAMP21455|len33	both
ICPPOCKJ_57489				39.1	9.036	19.0	DRAMP00480|len65	mmseq_only
ICPPOCKJ_57522				46.1	9.49	18.0	DRAMP04571|len32	mmseq_only
ICPPOCKJ_57559				42.1	9.454	19.0	DRAMP04709|len43	mmseq_only
ICPPOCKJ_57588				31.5	4.397	19.0	DRAMP30588|len33	mmseq_only
ICPPOCKJ_57627				30.0	9.036	19.0	DRAMP02871|len63	mmseq_only
ICPPOCKJ_57642				32.0	8.278	19.0	DRAMP00725|len64	mmseq_only
ICPPOCKJ_57663				39.1	4.302	20.0	DRAMP00184|len66	mmseq_only
ICPPOCKJ_57733				31.2	0.08501	26.0	DRAMP03394|len51	mmseq_only
ICPPOCKJ_57797				42.3	0.274	24.0	DRAMP00157|len27	mmseq_only
ICPPOCKJ_57835				61.5	9.015	18.0	DRAMP01620|len25	mmseq_only
ICPPOCKJ_57953				42.3	2.02	21.0	DRAMP04515|len74	mmseq_only
ICPPOCKJ_57959				40.9	0.3022	23.0	DRAMP20897|len25	mmseq_only
ICPPOCKJ_57976				45.0	0.1344	24.0	DRAMP02960|len23	mmseq_only
ICPPOCKJ_58040				35.2	4.611	20.0	DRAMP00476|len68	mmseq_only
ICPPOCKJ_58091				34.6	2.428	21.0	DRAMP04481|len76	mmseq_only
ICPPOCKJ_58100				32.5	0.6235	23.0	DRAMP02832|len79	mmseq_only
ICPPOCKJ_58161				40.0	6.234	19.0	DRAMP30000|len19	mmseq_only
ICPPOCKJ_58222				37.5	3.821	21.0	DRAMP30442|len36	mmseq_only
ICPPOCKJ_58245				44.4	2.911	20.0	DRAMP21086|len31	mmseq_only
ICPPOCKJ_58319				38.8	3.435	20.0	DRAMP33464|len29	mmseq_only
ICPPOCKJ_58344				39.1	3.462	21.0	DRAMP00675|len64	mmseq_only
ICPPOCKJ_58359				39.1	1.943	21.0	DRAMP18195|len30	mmseq_only
ICPPOCKJ_58437				31.0	0.9728	23.0	DRAMP03794|len48	mmseq_only
ICPPOCKJ_58510				31.8	7.219	20.0	DRAMP03172|len44	mmseq_only
ICPPOCKJ_58529				60.0	1.263	21.0	DRAMP01362|len20	mmseq_only
ICPPOCKJ_58539				40.5	5.729	20.0	DRAMP01054|len101	mmseq_only
ICPPOCKJ_58597				40.0	0.4174	23.0	DRAMP03797|len37	mmseq_only
ICPPOCKJ_58607				45.0	2.513	21.0	DRAMP00993|len40	mmseq_only
ICPPOCKJ_58709				37.9	3.008	21.0	DRAMP00385|len28	mmseq_only
ICPPOCKJ_58741				34.2	6.445	20.0	DRAMP02931|len41	mmseq_only
ICPPOCKJ_58770				52.9	5.836	19.0	DRAMP34392|len30	mmseq_only
ICPPOCKJ_58785				33.3	5.418	20.0	DRAMP30755|len35	mmseq_only
ICPPOCKJ_58848				41.6	1.216	22.0	DRAMP04484|len87	mmseq_only
ICPPOCKJ_58853				45.0	5.329	20.0	DRAMP02208|len66	mmseq_only
ICPPOCKJ_58933				30.4	4.611	20.0	DRAMP29204|len29	mmseq_only
ICPPOCKJ_58940				30.0	6.799	20.0	DRAMP04426|len94	mmseq_only
ICPPOCKJ_58982				35.2	1.302	21.0	DRAMP21192|len20	mmseq_only
ICPPOCKJ_59056				55.5	0.2243	23.0	DRAMP31525|len39	mmseq_only
ICPPOCKJ_59082				38.7	3.821	21.0	DRAMP00545|len64	mmseq_only
ICPPOCKJ_59088				31.0	5.24	21.0	DRAMP00421|len50	mmseq_only
ICPPOCKJ_59092				44.0	0.03051	26.0	DRAMP03472|len74	mmseq_only
ICPPOCKJ_59155				53.3	0.8883	21.0	DRAMP01500|len42	mmseq_only
ICPPOCKJ_59164				45.0	3.346	21.0	DRAMP31633|len29	mmseq_only
ICPPOCKJ_59166				68.7	2.266	20.0	DRAMP00270|len40	mmseq_only
ICPPOCKJ_59199	11.7	0.0045	clu_276_n5					hmm_only
ICPPOCKJ_59200				32.3	8.122	20.0	DRAMP02589|len55	mmseq_only
ICPPOCKJ_59226	14.3	0.00035	clu_187_n7					hmm_only
ICPPOCKJ_59258				40.9	5.329	20.0	DRAMP02586|len50	mmseq_only
ICPPOCKJ_59282				34.6	6.234	19.0	DRAMP03412|len71	mmseq_only
ICPPOCKJ_59379				37.5	1.255	22.0	DRAMP00703|len55	mmseq_only
ICPPOCKJ_59427				37.5	6.097	20.0	DRAMP04461|len79	mmseq_only
ICPPOCKJ_59432	12.1	0.0027	clu_130_n9					hmm_only
ICPPOCKJ_59481				39.2	4.455	20.0	DRAMP01210|len69	mmseq_only
ICPPOCKJ_59482				37.5	3.538	20.0	DRAMP02814|len22	mmseq_only
ICPPOCKJ_59506				40.7	2.548	20.0	DRAMP02369|len78	mmseq_only
ICPPOCKJ_59513				34.4	8.819	20.0	DRAMP02538|len91	mmseq_only
ICPPOCKJ_59567				35.2	7.522	19.0	DRAMP35813|len19	mmseq_only
ICPPOCKJ_59877				36.8	3.167	20.0	DRAMP00561|len61	mmseq_only
ICPPOCKJ_59888				33.3	1.457	22.0	DRAMP00482|len60	mmseq_only
ICPPOCKJ_59899				40.0	2.789	20.0	DRAMP02946|len65	mmseq_only
ICPPOCKJ_60008				35.7	2.02	21.0	DRAMP00734|len72	mmseq_only
ICPPOCKJ_60051				30.7	0.297	24.0	DRAMP04706|len43	mmseq_only
ICPPOCKJ_60146	13.0	0.0013	clu_068_n14	43.7	0.4131	24.0	DRAMP18328|len61	both
ICPPOCKJ_60184				47.6	0.5952	22.0	DRAMP02380|len26	mmseq_only
ICPPOCKJ_60233				44.4	9.104	19.0	DRAMP00239|len27	mmseq_only
ICPPOCKJ_60294				36.0	9.326	19.0	DRAMP01407|len63	mmseq_only
ICPPOCKJ_60384				32.3	4.448	21.0	DRAMP00693|len58	mmseq_only
ICPPOCKJ_60405				30.0	4.388	20.0	DRAMP00677|len74	mmseq_only
ICPPOCKJ_60445				44.4	0.625	22.0	DRAMP03294|len38	mmseq_only
ICPPOCKJ_60451				32.1	0.008318	28.0	DRAMP00739|len57	mmseq_only
ICPPOCKJ_60470				32.5	1.058	22.0	DRAMP00253|len96	mmseq_only
ICPPOCKJ_60498				43.7	2.652	20.0	DRAMP18640|len19	mmseq_only
ICPPOCKJ_60503				44.4	6.463	19.0	DRAMP03061|len46	mmseq_only
ICPPOCKJ_60591				45.8	1.334	22.0	DRAMP36600|len28	mmseq_only
ICPPOCKJ_60602				40.0	4.455	20.0	DRAMP02925|len38	mmseq_only
ICPPOCKJ_60650				50.0	4.036	20.0	DRAMP03279|len27	mmseq_only
ICPPOCKJ_60716				39.1	6.565	20.0	DRAMP00590|len65	mmseq_only
ICPPOCKJ_60744				52.9	6.131	19.0	DRAMP21259|len48	mmseq_only
ICPPOCKJ_60754				40.0	2.213	20.0	DRAMP01021|len43	mmseq_only
ICPPOCKJ_60778				42.8	1.939	22.0	DRAMP03180|len75	mmseq_only
ICPPOCKJ_60795				35.7	1.449	21.0	DRAMP00661|len53	mmseq_only
ICPPOCKJ_60822				47.0	2.383	21.0	DRAMP02506|len51	mmseq_only
ICPPOCKJ_60840				47.3	0.04821	25.0	DRAMP00665|len61	mmseq_only
ICPPOCKJ_60866				46.4	3.008	21.0	DRAMP02383|len42	mmseq_only
ICPPOCKJ_60920				32.5	8.422	19.0	DRAMP02781|len74	mmseq_only
ICPPOCKJ_60943				35.7	0.7311	23.0	DRAMP04438|len92	mmseq_only
ICPPOCKJ_61108				41.1	7.522	19.0	DRAMP01702|len25	mmseq_only
ICPPOCKJ_61277				42.3	1.919	20.0	DRAMP18244|len42	mmseq_only
ICPPOCKJ_61311				44.4	9.454	19.0	DRAMP00166|len58	mmseq_only
ICPPOCKJ_61323				36.3	5.754	20.0	DRAMP02920|len63	mmseq_only
ICPPOCKJ_61328				34.7	1.14	22.0	DRAMP00427|len46	mmseq_only
ICPPOCKJ_61364				52.9	8.671	19.0	DRAMP00025|len38	mmseq_only
ICPPOCKJ_61391				31.8	1.517	21.0	DRAMP00639|len56	mmseq_only
ICPPOCKJ_61399				35.7	0.4174	23.0	DRAMP00518|len63	mmseq_only
ICPPOCKJ_61473				40.0	3.008	21.0	DRAMP00733|len68	mmseq_only
ICPPOCKJ_61490				30.0	6.352	20.0	DRAMP02433|len90	mmseq_only
ICPPOCKJ_61565				40.9	3.538	20.0	DRAMP00290|len47	mmseq_only
ICPPOCKJ_61674				40.9	8.748	19.0	DRAMP30350|len33	mmseq_only
ICPPOCKJ_61703				38.4	0.266	24.0	DRAMP00498|len73	mmseq_only
ICPPOCKJ_61792				56.2	3.38	20.0	DRAMP30264|len36	mmseq_only
ICPPOCKJ_61825	11.2	0.0046	clu_082_n13					hmm_only
ICPPOCKJ_61858				58.3	3.517	19.0	DRAMP04413|len32	mmseq_only
ICPPOCKJ_61859				38.7	0.7225	23.0	DRAMP02346|len77	mmseq_only
ICPPOCKJ_61906				37.5	5.754	20.0	DRAMP02212|len71	mmseq_only
ICPPOCKJ_62036				64.2	1.517	21.0	DRAMP30680|len45	mmseq_only
ICPPOCKJ_62072				31.2	0.07949	25.0	DRAMP03585|len68	mmseq_only
ICPPOCKJ_62153				30.0	4.32	21.0	DRAMP03439|len83	mmseq_only
ICPPOCKJ_62194				38.4	1.17	21.0	DRAMP00733|len68	mmseq_only
ICPPOCKJ_62239				41.6	2.961	21.0	DRAMP02967|len32	mmseq_only
ICPPOCKJ_62333				38.4	3.7	20.0	DRAMP02898|len80	mmseq_only
ICPPOCKJ_62392				38.4	0.3401	23.0	DRAMP03170|len44	mmseq_only
ICPPOCKJ_62428				57.1	0.1048	24.0	DRAMP03372|len46	mmseq_only
ICPPOCKJ_62506				38.4	8.585	20.0	DRAMP03612|len66	mmseq_only
ICPPOCKJ_62678				40.6	0.9433	23.0	DRAMP03347|len35	mmseq_only
ICPPOCKJ_62693				42.1	0.06451	24.0	DRAMP18334|len44	mmseq_only
ICPPOCKJ_62710				35.4	2.805	21.0	DRAMP00553|len67	mmseq_only
ICPPOCKJ_62745				38.7	8.671	19.0	DRAMP00134|len34	mmseq_only
ICPPOCKJ_62816				43.4	0.7861	21.0	DRAMP03126|len45	mmseq_only
ICPPOCKJ_62839				39.2	9.484	19.0	DRAMP29926|len35	mmseq_only
ICPPOCKJ_62859				53.3	9.978	18.0	DRAMP00069|len50	mmseq_only
ICPPOCKJ_62878				35.0	3.038	20.0	DRAMP01321|len57	mmseq_only
ICPPOCKJ_63010				60.0	0.1717	24.0	DRAMP04013|len23	mmseq_only
ICPPOCKJ_63064				37.5	0.2128	25.0	DRAMP00100|len37	mmseq_only
ICPPOCKJ_63095	13.0	0.0017	clu_246_n6					hmm_only
ICPPOCKJ_63104				33.3	0.5664	23.0	DRAMP00419|len50	mmseq_only
ICPPOCKJ_63108				34.3	6.27	20.0	DRAMP00334|len55	mmseq_only
ICPPOCKJ_63148				53.8	0.07394	23.0	DRAMP00105|len40	mmseq_only
ICPPOCKJ_63203				34.8	6.097	20.0	DRAMP00196|len90	mmseq_only
ICPPOCKJ_63222				31.0	3.346	21.0	DRAMP04581|len47	mmseq_only
ICPPOCKJ_63248				40.0	8.183	19.0	DRAMP00586|len56	mmseq_only
ICPPOCKJ_63253	12.8	0.002	clu_182_n7					hmm_only
ICPPOCKJ_63281				47.6	1.721	21.0	DRAMP04421|len40	mmseq_only
ICPPOCKJ_63357				39.1	0.775	23.0	DRAMP02694|len57	mmseq_only
ICPPOCKJ_63365				42.3	0.554	23.0	DRAMP02788|len69	mmseq_only
ICPPOCKJ_63392				42.1	4.696	19.0	DRAMP32826|len23	mmseq_only
ICPPOCKJ_63432				40.0	6.445	20.0	DRAMP00089|len39	mmseq_only
ICPPOCKJ_63451				38.0	9.036	19.0	DRAMP29311|len37	mmseq_only
ICPPOCKJ_63563				39.1	2.791	21.0	DRAMP04502|len51	mmseq_only
ICPPOCKJ_63566				30.0	0.4235	23.0	DRAMP03180|len75	mmseq_only
ICPPOCKJ_63576				44.0	1.888	21.0	DRAMP02757|len30	mmseq_only
ICPPOCKJ_63594				68.7	1.836	21.0	DRAMP00146|len45	mmseq_only
ICPPOCKJ_63604				47.6	0.4515	23.0	DRAMP01452|len47	mmseq_only
ICPPOCKJ_63651				40.0	2.508	21.0	DRAMP02560|len97	mmseq_only
ICPPOCKJ_63729				55.5	0.05064	25.0	DRAMP03690|len27	mmseq_only
ICPPOCKJ_63754				37.0	3.7	21.0	DRAMP02952|len80	mmseq_only
ICPPOCKJ_63908				44.8	5.402	19.0	DRAMP01686|len30	mmseq_only
ICPPOCKJ_63925				30.0	0.04862	26.0	DRAMP03602|len44	mmseq_only
ICPPOCKJ_63947				43.7	3.7	20.0	DRAMP01545|len21	mmseq_only
ICPPOCKJ_63957				41.6	3.7	20.0	DRAMP00659|len72	mmseq_only
ICPPOCKJ_64061				48.1	0.4009	23.0	DRAMP02294|len37	mmseq_only
ICPPOCKJ_64083				41.1	2.961	21.0	DRAMP18329|len32	mmseq_only
ICPPOCKJ_64114				43.4	2.02	21.0	DRAMP03761|len68	mmseq_only
ICPPOCKJ_64140				36.3	2.266	20.0	DRAMP04432|len44	mmseq_only
ICPPOCKJ_64149				34.3	4.754	20.0	DRAMP18186|len59	mmseq_only
ICPPOCKJ_64153				40.9	4.193	21.0	DRAMP04482|len67	mmseq_only
ICPPOCKJ_64169				40.0	1.462	21.0	DRAMP02877|len27	mmseq_only
ICPPOCKJ_64172				33.3	0.1378	23.0	DRAMP00188|len44	mmseq_only
ICPPOCKJ_64265				42.8	0.04662	27.0	DRAMP03599|len45	mmseq_only
ICPPOCKJ_64266				39.1	0.8279	22.0	DRAMP02921|len62	mmseq_only
ICPPOCKJ_64270				38.4	3.008	21.0	DRAMP35729|len30	mmseq_only
ICPPOCKJ_64307				40.0	7.522	19.0	DRAMP18290|len43	mmseq_only
ICPPOCKJ_64332				37.9	0.2864	24.0	DRAMP00069|len50	mmseq_only
ICPPOCKJ_64372				35.2	1.699	21.0	DRAMP02532|len89	mmseq_only
ICPPOCKJ_64449				46.1	6.598	18.0	DRAMP21457|len29	mmseq_only
ICPPOCKJ_64475				38.4	1.723	22.0	DRAMP03159|len67	mmseq_only
ICPPOCKJ_64503				36.8	9.49	18.0	DRAMP00633|len63	mmseq_only
ICPPOCKJ_64509				43.4	7.893	20.0	DRAMP02848|len76	mmseq_only
ICPPOCKJ_64535	15.6	0.00025	clu_195_n6					hmm_only
ICPPOCKJ_64732				40.0	6.234	19.0	DRAMP00681|len64	mmseq_only
ICPPOCKJ_64742				39.1	5.418	20.0	DRAMP00647|len74	mmseq_only
ICPPOCKJ_64755				44.4	2.02	21.0	DRAMP03403|len81	mmseq_only
ICPPOCKJ_64815				41.6	6.27	20.0	DRAMP00710|len56	mmseq_only
ICPPOCKJ_64875				52.0	0.709	23.0	DRAMP00549|len58	mmseq_only
ICPPOCKJ_64892	12.5	0.0019	clu_148_n8	37.5	2.6	21.0	DRAMP04690|len95	both
ICPPOCKJ_64925				45.4	6.327	19.0	DRAMP04466|len69	mmseq_only
ICPPOCKJ_64929				36.6	9.036	19.0	DRAMP02523|len94	mmseq_only
ICPPOCKJ_64935				42.8	6.78	20.0	DRAMP00709|len59	mmseq_only
ICPPOCKJ_64938				50.0	2.02	21.0	DRAMP04425|len37	mmseq_only
ICPPOCKJ_65065				45.0	1.672	21.0	DRAMP02570|len50	mmseq_only
ICPPOCKJ_65144				35.7	6.621	20.0	DRAMP02957|len77	mmseq_only
ICPPOCKJ_65154				41.1	2.433	20.0	DRAMP21207|len18	mmseq_only
ICPPOCKJ_65171				39.2	5.089	20.0	DRAMP02531|len85	mmseq_only
ICPPOCKJ_65186				39.1	5.136	19.0	DRAMP02920|len63	mmseq_only
ICPPOCKJ_65190				47.3	6.079	19.0	DRAMP00550|len57	mmseq_only
ICPPOCKJ_65191	11.9	0.0025	clu_290_n5					hmm_only
ICPPOCKJ_65221				43.7	1.235	21.0	DRAMP00424|len51	mmseq_only
ICPPOCKJ_65225				30.1	0.9265	22.0	DRAMP00662|len66	mmseq_only
ICPPOCKJ_65314				50.0	2.789	20.0	DRAMP20912|len16	mmseq_only
ICPPOCKJ_65326				41.6	1.255	22.0	DRAMP01667|len30	mmseq_only
ICPPOCKJ_65342				33.3	6.836	19.0	DRAMP03402|len60	mmseq_only
ICPPOCKJ_65385				33.3	0.1509	25.0	DRAMP02951|len80	mmseq_only
ICPPOCKJ_65395				32.3	3.054	21.0	DRAMP30002|len46	mmseq_only
ICPPOCKJ_65413	21.9	2.4e-06	clu_268_n5					hmm_only
ICPPOCKJ_65421				30.4	5.528	20.0	DRAMP20825|len28	mmseq_only
ICPPOCKJ_65485	12.9	0.0013	clu_232_n6					hmm_only
ICPPOCKJ_65529				50.0	6.463	19.0	DRAMP04252|len34	mmseq_only
ICPPOCKJ_65536				32.0	9.104	19.0	DRAMP02523|len94	mmseq_only
ICPPOCKJ_65537				32.2	0.01751	26.0	DRAMP00147|len46	mmseq_only
ICPPOCKJ_65572	12.1	0.002	clu_179_n7					hmm_only
ICPPOCKJ_65601				33.3	5.329	20.0	DRAMP18201|len55	mmseq_only
ICPPOCKJ_65643				32.0	3.119	21.0	DRAMP00593|len57	mmseq_only
ICPPOCKJ_65655				36.3	1.216	22.0	DRAMP02893|len93	mmseq_only
ICPPOCKJ_65659				40.9	2.099	21.0	DRAMP02792|len36	mmseq_only
ICPPOCKJ_65662				38.2	1.038	21.0	DRAMP00566|len55	mmseq_only
ICPPOCKJ_65718				52.6	3.119	21.0	DRAMP04010|len25	mmseq_only
ICPPOCKJ_65722				64.2	2.146	20.0	DRAMP20898|len25	mmseq_only
ICPPOCKJ_65726				32.0	3.3	20.0	DRAMP00647|len74	mmseq_only
ICPPOCKJ_65793				36.8	2.989	19.0	DRAMP31483|len41	mmseq_only
ICPPOCKJ_65813				43.7	3.535	21.0	DRAMP04462|len86	mmseq_only
ICPPOCKJ_65840				40.0	9.073	19.0	DRAMP18334|len44	mmseq_only
ICPPOCKJ_65886				47.0	8.76	19.0	DRAMP00710|len56	mmseq_only
ICPPOCKJ_65909				32.5	8.819	20.0	DRAMP04406|len71	mmseq_only
ICPPOCKJ_65965				57.8	8.422	19.0	DRAMP03483|len54	mmseq_only
ICPPOCKJ_65981				39.1	3.167	20.0	DRAMP03389|len61	mmseq_only
ICPPOCKJ_65989				30.4	7.219	20.0	DRAMP00990|len50	mmseq_only
ICPPOCKJ_66094				40.0	3.38	20.0	DRAMP30588|len33	mmseq_only
ICPPOCKJ_66137				45.0	0.9265	22.0	DRAMP03114|len39	mmseq_only
ICPPOCKJ_66143				45.4	1.103	22.0	DRAMP20901|len25	mmseq_only
ICPPOCKJ_66205				42.3	6.084	18.0	DRAMP00172|len60	mmseq_only
ICPPOCKJ_66251				36.0	8.464	19.0	DRAMP04467|len58	mmseq_only
ICPPOCKJ_66392				38.7	0.6444	23.0	DRAMP02981|len40	mmseq_only
ICPPOCKJ_66427				40.0	0.09385	25.0	DRAMP01841|len24	mmseq_only
ICPPOCKJ_66487				57.1	0.3878	22.0	DRAMP00039|len34	mmseq_only
ICPPOCKJ_66541				42.8	3.726	19.0	DRAMP00011|len32	mmseq_only
ICPPOCKJ_66591				32.6	1.419	22.0	DRAMP01326|len64	mmseq_only
ICPPOCKJ_66618				35.4	3.734	21.0	DRAMP02547|len96	mmseq_only
