DRAMP21332|len12	DRAMP21332|len12
DRAMP21336|len16	DRAMP21336|len16
DRAMP21337|len26	DRAMP21337|len26
DRAMP21337|len26	DRAMP02855|len27
DRAMP21347|len7	DRAMP21347|len7
DRAMP21348|len14	DRAMP21348|len14
DRAMP21349|len21	DRAMP21349|len21
DRAMP21351|len7	DRAMP21351|len7
DRAMP21352|len14	DRAMP21352|len14
DRAMP21353|len21	DRAMP21353|len21
DRAMP21354|len28	DRAMP21354|len28
DRAMP21354|len28	DRAMP21350|len28
DRAMP21355|len17	DRAMP21355|len17
DRAMP21356|len17	DRAMP21356|len17
DRAMP21356|len17	DRAMP21357|len17
DRAMP21359|len17	DRAMP21359|len17
DRAMP21359|len17	DRAMP21358|len17
DRAMP21359|len17	DRAMP21365|len17
DRAMP21359|len17	DRAMP21364|len17
DRAMP21360|len17	DRAMP21360|len17
DRAMP21361|len17	DRAMP21361|len17
DRAMP21363|len17	DRAMP21363|len17
DRAMP21363|len17	DRAMP21362|len17
DRAMP21366|len13	DRAMP21366|len13
DRAMP21366|len13	DRAMP03714|len13
DRAMP21366|len13	DRAMP20951|len13
DRAMP21366|len13	DRAMP21338|len13
DRAMP21366|len13	DRAMP20947|len13
DRAMP21366|len13	DRAMP21339|len13
DRAMP21366|len13	DRAMP20948|len13
DRAMP21366|len13	DRAMP21340|len13
DRAMP21366|len13	DRAMP20949|len13
DRAMP21366|len13	DRAMP21342|len13
DRAMP21366|len13	DRAMP21345|len13
DRAMP21366|len13	DRAMP21346|len13
DRAMP21366|len13	DRAMP21370|len13
DRAMP21366|len13	DRAMP21371|len13
DRAMP21366|len13	DRAMP21341|len13
DRAMP21366|len13	DRAMP21343|len13
DRAMP21366|len13	DRAMP21344|len13
DRAMP21366|len13	DRAMP21367|len13
DRAMP21366|len13	DRAMP21368|len13
DRAMP21369|len13	DRAMP21369|len13
DRAMP21369|len13	DRAMP21372|len13
DRAMP21373|len13	DRAMP21373|len13
DRAMP21374|len13	DRAMP21374|len13
DRAMP21375|len13	DRAMP21375|len13
DRAMP21376|len13	DRAMP21376|len13
DRAMP21377|len13	DRAMP21377|len13
DRAMP21378|len13	DRAMP21378|len13
DRAMP21379|len13	DRAMP21379|len13
DRAMP21380|len13	DRAMP21380|len13
DRAMP21382|len13	DRAMP21382|len13
DRAMP21383|len13	DRAMP21383|len13
DRAMP21384|len13	DRAMP21384|len13
DRAMP21385|len13	DRAMP21385|len13
DRAMP21386|len13	DRAMP21386|len13
DRAMP21388|len12	DRAMP21388|len12
DRAMP21388|len12	DRAMP21387|len13
DRAMP21390|len18	DRAMP21390|len18
DRAMP21390|len18	DRAMP21391|len21
DRAMP21399|len15	DRAMP21399|len15
DRAMP21400|len17	DRAMP21400|len17
DRAMP21401|len17	DRAMP21401|len17
DRAMP21402|len25	DRAMP21402|len25
DRAMP21402|len25	DRAMP02648|len28
DRAMP21402|len25	DRAMP20868|len29
DRAMP21402|len25	DRAMP20945|len22
DRAMP21402|len25	DRAMP31608|len27
DRAMP21403|len18	DRAMP21403|len18
DRAMP21404|len18	DRAMP21404|len18
DRAMP21405|len13	DRAMP21405|len13
DRAMP21407|len12	DRAMP21407|len12
DRAMP21407|len12	DRAMP02851|len12
DRAMP21409|len12	DRAMP21409|len12
DRAMP21411|len12	DRAMP21411|len12
DRAMP21411|len12	DRAMP21408|len12
DRAMP21412|len12	DRAMP21412|len12
DRAMP21415|len24	DRAMP21415|len24
DRAMP21417|len13	DRAMP21417|len13
DRAMP21417|len13	DRAMP21416|len13
DRAMP21418|len13	DRAMP21418|len13
DRAMP21419|len13	DRAMP21419|len13
DRAMP21420|len19	DRAMP21420|len19
DRAMP21420|len19	DRAMP01192|len18
DRAMP21420|len19	DRAMP21422|len19
DRAMP21424|len7	DRAMP21424|len7
DRAMP21426|len7	DRAMP21426|len7
DRAMP21427|len7	DRAMP21427|len7
DRAMP21428|len7	DRAMP21428|len7
DRAMP21429|len7	DRAMP21429|len7
DRAMP21433|len7	DRAMP21433|len7
DRAMP21435|len7	DRAMP21435|len7
DRAMP21445|len7	DRAMP21445|len7
DRAMP21445|len7	DRAMP21430|len7
DRAMP21453|len36	DRAMP21453|len36
DRAMP21453|len36	DRAMP35661|len39
DRAMP21454|len17	DRAMP21454|len17
DRAMP21455|len33	DRAMP21455|len33
DRAMP21456|len40	DRAMP21456|len40
DRAMP21457|len29	DRAMP21457|len29
DRAMP21458|len18	DRAMP21458|len18
DRAMP21459|len36	DRAMP21459|len36
DRAMP21460|len18	DRAMP21460|len18
DRAMP21462|len14	DRAMP21462|len14
DRAMP21462|len14	DRAMP21461|len14
DRAMP21463|len12	DRAMP21463|len12
DRAMP21464|len12	DRAMP21464|len12
DRAMP21465|len13	DRAMP21465|len13
DRAMP21466|len13	DRAMP21466|len13
DRAMP21467|len20	DRAMP21467|len20
DRAMP21467|len20	DRAMP01176|len22
DRAMP21310|len12	DRAMP21310|len12
DRAMP21577|len10	DRAMP21577|len10
DRAMP21616|len26	DRAMP21616|len26
DRAMP21618|len12	DRAMP21618|len12
DRAMP21620|len12	DRAMP21620|len12
DRAMP21622|len17	DRAMP21622|len17
DRAMP21627|len15	DRAMP21627|len15
DRAMP21631|len20	DRAMP21631|len20
DRAMP21632|len20	DRAMP21632|len20
DRAMP21633|len20	DRAMP21633|len20
DRAMP21634|len20	DRAMP21634|len20
DRAMP21635|len20	DRAMP21635|len20
DRAMP21636|len20	DRAMP21636|len20
DRAMP21637|len21	DRAMP21637|len21
DRAMP21638|len20	DRAMP21638|len20
DRAMP21639|len20	DRAMP21639|len20
DRAMP21640|len18	DRAMP21640|len18
DRAMP21641|len20	DRAMP21641|len20
DRAMP21642|len20	DRAMP21642|len20
DRAMP21643|len20	DRAMP21643|len20
DRAMP21644|len20	DRAMP21644|len20
DRAMP21645|len20	DRAMP21645|len20
DRAMP21646|len20	DRAMP21646|len20
DRAMP21647|len16	DRAMP21647|len16
DRAMP21648|len20	DRAMP21648|len20
DRAMP28997|len7	DRAMP28997|len7
DRAMP28999|len7	DRAMP28999|len7
DRAMP29001|len7	DRAMP29001|len7
DRAMP29003|len7	DRAMP29003|len7
DRAMP29005|len7	DRAMP29005|len7
DRAMP29029|len21	DRAMP29029|len21
DRAMP29029|len21	DRAMP29028|len21
DRAMP29045|len30	DRAMP29045|len30
DRAMP29046|len12	DRAMP29046|len12
DRAMP29047|len20	DRAMP29047|len20
DRAMP29048|len13	DRAMP29048|len13
DRAMP29049|len10	DRAMP29049|len10
DRAMP29050|len10	DRAMP29050|len10
DRAMP29050|len10	DRAMP02819|len10
DRAMP29051|len20	DRAMP29051|len20
DRAMP29053|len9	DRAMP29053|len9
DRAMP29054|len6	DRAMP29054|len6
DRAMP29055|len13	DRAMP29055|len13
DRAMP29056|len15	DRAMP29056|len15
DRAMP29057|len18	DRAMP29057|len18
DRAMP29058|len19	DRAMP29058|len19
DRAMP29058|len19	DRAMP21049|len19
DRAMP29058|len19	DRAMP21048|len19
DRAMP29059|len13	DRAMP29059|len13
DRAMP29059|len13	DRAMP29060|len13
DRAMP29059|len13	DRAMP29062|len13
DRAMP29059|len13	DRAMP29063|len13
DRAMP29061|len13	DRAMP29061|len13
DRAMP29064|len13	DRAMP29064|len13
DRAMP29066|len21	DRAMP29066|len21
DRAMP29070|len17	DRAMP29070|len17
DRAMP29070|len17	DRAMP04633|len17
DRAMP29073|len14	DRAMP29073|len14
DRAMP29074|len20	DRAMP29074|len20
DRAMP29074|len20	DRAMP29075|len18
DRAMP29074|len20	DRAMP29076|len16
DRAMP29074|len20	DRAMP37247|len17
DRAMP29078|len12	DRAMP29078|len12
DRAMP29078|len12	DRAMP29077|len14
DRAMP29080|len12	DRAMP29080|len12
DRAMP29080|len12	DRAMP29079|len12
DRAMP29080|len12	DRAMP29081|len12
DRAMP29082|len12	DRAMP29082|len12
DRAMP29083|len12	DRAMP29083|len12
DRAMP29084|len23	DRAMP29084|len23
DRAMP29086|len23	DRAMP29086|len23
DRAMP29086|len23	DRAMP29085|len23
DRAMP29087|len12	DRAMP29087|len12
DRAMP29088|len14	DRAMP29088|len14
DRAMP29089|len36	DRAMP29089|len36
DRAMP29090|len14	DRAMP29090|len14
DRAMP29091|len25	DRAMP29091|len25
DRAMP29092|len17	DRAMP29092|len17
DRAMP29094|len36	DRAMP29094|len36
DRAMP29095|len35	DRAMP29095|len35
DRAMP29096|len12	DRAMP29096|len12
DRAMP29097|len21	DRAMP29097|len21
DRAMP29098|len10	DRAMP29098|len10
DRAMP29099|len37	DRAMP29099|len37
DRAMP29099|len37	DRAMP03797|len37
DRAMP29102|len30	DRAMP29102|len30
DRAMP29102|len30	DRAMP02473|len30
DRAMP29102|len30	DRAMP02520|len34
DRAMP29102|len30	DRAMP20777|len34
DRAMP29102|len30	DRAMP18193|len34
DRAMP29102|len30	DRAMP02483|len30
DRAMP29102|len30	DRAMP02521|len30
DRAMP29102|len30	DRAMP02518|len34
DRAMP29102|len30	DRAMP20883|len34
DRAMP29102|len30	DRAMP20884|len34
DRAMP29102|len30	DRAMP29044|len30
DRAMP29102|len30	DRAMP34436|len30
DRAMP29105|len16	DRAMP29105|len16
DRAMP29106|len23	DRAMP29106|len23
DRAMP29107|len14	DRAMP29107|len14
DRAMP29108|len14	DRAMP29108|len14
DRAMP29109|len14	DRAMP29109|len14
DRAMP29110|len14	DRAMP29110|len14
DRAMP29111|len14	DRAMP29111|len14
DRAMP29112|len14	DRAMP29112|len14
DRAMP29113|len14	DRAMP29113|len14
DRAMP29114|len14	DRAMP29114|len14
DRAMP29115|len14	DRAMP29115|len14
DRAMP29116|len14	DRAMP29116|len14
DRAMP29117|len14	DRAMP29117|len14
DRAMP29118|len14	DRAMP29118|len14
DRAMP29118|len14	DRAMP29121|len14
DRAMP29118|len14	DRAMP29128|len14
DRAMP29119|len14	DRAMP29119|len14
DRAMP29120|len14	DRAMP29120|len14
DRAMP29122|len14	DRAMP29122|len14
DRAMP29122|len14	DRAMP29104|len14
DRAMP29123|len14	DRAMP29123|len14
DRAMP29124|len14	DRAMP29124|len14
DRAMP29125|len13	DRAMP29125|len13
DRAMP29126|len12	DRAMP29126|len12
DRAMP29127|len11	DRAMP29127|len11
DRAMP29129|len14	DRAMP29129|len14
DRAMP29130|len13	DRAMP29130|len13
DRAMP29137|len18	DRAMP29137|len18
DRAMP29137|len18	DRAMP29135|len18
DRAMP29137|len18	DRAMP29138|len18
DRAMP29139|len13	DRAMP29139|len13
DRAMP29140|len14	DRAMP29140|len14
DRAMP29141|len23	DRAMP29141|len23
DRAMP29142|len17	DRAMP29142|len17
DRAMP29143|len14	DRAMP29143|len14
DRAMP29144|len19	DRAMP29144|len19
DRAMP29145|len14	DRAMP29145|len14
DRAMP29146|len13	DRAMP29146|len13
DRAMP29147|len18	DRAMP29147|len18
DRAMP29147|len18	DRAMP02135|len18
DRAMP29148|len14	DRAMP29148|len14
DRAMP29149|len14	DRAMP29149|len14
DRAMP29150|len18	DRAMP29150|len18
DRAMP29161|len36	DRAMP29161|len36
DRAMP29177|len30	DRAMP29177|len30
DRAMP29177|len30	DRAMP29176|len30
DRAMP29184|len23	DRAMP29184|len23
DRAMP29184|len23	DRAMP29183|len27
DRAMP29184|len23	DRAMP29185|len33
DRAMP29184|len23	DRAMP29215|len37
DRAMP29188|len85	DRAMP29188|len85
DRAMP29189|len75	DRAMP29189|len75
DRAMP29190|len56	DRAMP29190|len56
DRAMP29191|len64	DRAMP29191|len64
DRAMP29192|len16	DRAMP29192|len16
DRAMP29193|len9	DRAMP29193|len9
DRAMP29194|len7	DRAMP29194|len7
DRAMP29195|len8	DRAMP29195|len8
DRAMP29196|len13	DRAMP29196|len13
DRAMP29197|len6	DRAMP29197|len6
DRAMP29198|len42	DRAMP29198|len42
DRAMP29198|len42	DRAMP29175|len36
DRAMP29198|len42	DRAMP29179|len35
DRAMP29198|len42	DRAMP29180|len36
DRAMP29198|len42	DRAMP29225|len36
DRAMP29198|len42	DRAMP29226|len36
DRAMP29198|len42	DRAMP29227|len36
DRAMP29198|len42	DRAMP29979|len38
DRAMP29198|len42	DRAMP31104|len40
DRAMP29202|len5	DRAMP29202|len5
DRAMP29203|len4	DRAMP29203|len4
DRAMP29204|len29	DRAMP29204|len29
DRAMP29205|len32	DRAMP29205|len32
DRAMP29206|len29	DRAMP29206|len29
DRAMP29206|len29	DRAMP29207|len27
DRAMP29206|len29	DRAMP29208|len27
DRAMP29206|len29	DRAMP29209|len27
DRAMP04133|len17	DRAMP04133|len17
DRAMP04133|len17	DRAMP04131|len17
DRAMP04133|len17	DRAMP04132|len17
DRAMP04133|len17	DRAMP01753|len17
DRAMP04133|len17	DRAMP04130|len17
DRAMP04133|len17	DRAMP04135|len17
DRAMP04133|len17	DRAMP04134|len17
DRAMP18419|len55	DRAMP18419|len55
DRAMP18419|len55	DRAMP18420|len55
DRAMP20835|len30	DRAMP20835|len30
DRAMP20836|len20	DRAMP20836|len20
DRAMP20840|len20	DRAMP20840|len20
DRAMP20954|len3	DRAMP20954|len3
DRAMP29242|len12	DRAMP29242|len12
DRAMP29243|len14	DRAMP29243|len14
DRAMP29244|len12	DRAMP29244|len12
DRAMP29245|len6	DRAMP29245|len6
DRAMP29246|len8	DRAMP29246|len8
DRAMP29247|len4	DRAMP29247|len4
DRAMP29248|len8	DRAMP29248|len8
DRAMP29249|len4	DRAMP29249|len4
DRAMP29250|len4	DRAMP29250|len4
DRAMP29251|len4	DRAMP29251|len4
DRAMP29252|len8	DRAMP29252|len8
DRAMP29255|len5	DRAMP29255|len5
DRAMP29256|len4	DRAMP29256|len4
DRAMP29266|len18	DRAMP29266|len18
DRAMP29266|len18	DRAMP29263|len18
DRAMP29266|len18	DRAMP29264|len18
DRAMP29266|len18	DRAMP29267|len18
DRAMP29266|len18	DRAMP29268|len18
DRAMP29266|len18	DRAMP29265|len18
DRAMP29272|len18	DRAMP29272|len18
DRAMP29272|len18	DRAMP29269|len18
DRAMP29272|len18	DRAMP29270|len18
DRAMP29272|len18	DRAMP29271|len18
DRAMP29272|len18	DRAMP29273|len18
DRAMP29272|len18	DRAMP29274|len18
DRAMP29272|len18	DRAMP29275|len18
DRAMP29279|len18	DRAMP29279|len18
DRAMP29279|len18	DRAMP29276|len18
DRAMP29279|len18	DRAMP29277|len18
DRAMP29279|len18	DRAMP29278|len18
DRAMP29279|len18	DRAMP29280|len18
DRAMP29279|len18	DRAMP29281|len18
DRAMP29279|len18	DRAMP29282|len18
DRAMP29286|len18	DRAMP29286|len18
DRAMP29286|len18	DRAMP29283|len18
DRAMP29286|len18	DRAMP29284|len18
DRAMP29286|len18	DRAMP29285|len18
DRAMP29286|len18	DRAMP29287|len18
DRAMP29286|len18	DRAMP29288|len18
DRAMP29286|len18	DRAMP29289|len18
DRAMP29293|len18	DRAMP29293|len18
DRAMP29293|len18	DRAMP29290|len18
DRAMP29293|len18	DRAMP29291|len18
DRAMP29293|len18	DRAMP29292|len18
DRAMP29293|len18	DRAMP29294|len18
DRAMP29293|len18	DRAMP29295|len18
DRAMP29293|len18	DRAMP29296|len18
DRAMP29300|len18	DRAMP29300|len18
DRAMP29300|len18	DRAMP29297|len18
DRAMP29300|len18	DRAMP29298|len18
DRAMP29300|len18	DRAMP29299|len18
DRAMP29300|len18	DRAMP29301|len18
DRAMP29300|len18	DRAMP29302|len18
DRAMP29300|len18	DRAMP29303|len18
DRAMP29307|len18	DRAMP29307|len18
DRAMP29307|len18	DRAMP29304|len18
DRAMP29307|len18	DRAMP29305|len18
DRAMP29307|len18	DRAMP29306|len18
DRAMP29307|len18	DRAMP29308|len18
DRAMP29307|len18	DRAMP29309|len18
DRAMP29307|len18	DRAMP29310|len18
DRAMP31057|len10	DRAMP31057|len10
DRAMP31058|len13	DRAMP31058|len13
DRAMP31063|len13	DRAMP31063|len13
DRAMP31067|len12	DRAMP31067|len12
DRAMP31067|len12	DRAMP31064|len15
DRAMP31067|len12	DRAMP31065|len14
DRAMP31067|len12	DRAMP31066|len13
DRAMP31067|len12	DRAMP31068|len11
DRAMP31069|len10	DRAMP31069|len10
DRAMP31070|len9	DRAMP31070|len9
DRAMP31071|len8	DRAMP31071|len8
DRAMP31072|len7	DRAMP31072|len7
DRAMP31073|len6	DRAMP31073|len6
DRAMP31074|len38	DRAMP31074|len38
DRAMP31076|len12	DRAMP31076|len12
DRAMP31077|len12	DRAMP31077|len12
DRAMP31078|len12	DRAMP31078|len12
DRAMP31079|len12	DRAMP31079|len12
DRAMP31080|len12	DRAMP31080|len12
DRAMP31081|len12	DRAMP31081|len12
DRAMP31082|len12	DRAMP31082|len12
DRAMP31083|len12	DRAMP31083|len12
DRAMP31084|len12	DRAMP31084|len12
DRAMP31085|len12	DRAMP31085|len12
DRAMP31085|len12	DRAMP31075|len12
DRAMP31086|len9	DRAMP31086|len9
DRAMP31087|len8	DRAMP31087|len8
DRAMP31088|len5	DRAMP31088|len5
DRAMP31093|len29	DRAMP31093|len29
DRAMP31093|len29	DRAMP31092|len29
DRAMP31093|len29	DRAMP30009|len35
DRAMP31093|len29	DRAMP29978|len29
DRAMP31093|len29	DRAMP29980|len29
DRAMP31093|len29	DRAMP30006|len29
DRAMP31093|len29	DRAMP30007|len29
DRAMP31093|len29	DRAMP30350|len33
DRAMP31093|len29	DRAMP31090|len29
DRAMP31093|len29	DRAMP31534|len36
DRAMP31094|len28	DRAMP31094|len28
DRAMP31101|len52	DRAMP31101|len52
DRAMP31101|len52	DRAMP31095|len48
DRAMP31101|len52	DRAMP31102|len48
DRAMP31101|len52	DRAMP31103|len44
DRAMP31105|len68	DRAMP31105|len68
DRAMP31105|len68	DRAMP31098|len64
DRAMP31105|len68	DRAMP31099|len62
DRAMP31105|len68	DRAMP31100|len56
DRAMP31105|len68	DRAMP31106|len60
DRAMP31105|len68	DRAMP31107|len56
DRAMP31105|len68	DRAMP31116|len60
DRAMP31108|len39	DRAMP31108|len39
DRAMP31108|len39	DRAMP29229|len36
DRAMP31108|len39	DRAMP29982|len36
DRAMP31108|len39	DRAMP29199|len42
DRAMP31108|len39	DRAMP29228|len36
DRAMP31108|len39	DRAMP29314|len39
DRAMP31108|len39	DRAMP29983|len35
DRAMP31108|len39	DRAMP30387|len30
DRAMP31108|len39	DRAMP30388|len33
DRAMP31108|len39	DRAMP30441|len36
DRAMP31108|len39	DRAMP31456|len42
DRAMP31108|len39	DRAMP29164|len45
DRAMP31108|len39	DRAMP29151|len36
DRAMP31108|len39	DRAMP29155|len39
DRAMP31108|len39	DRAMP29157|len41
DRAMP31108|len39	DRAMP29162|len40
DRAMP31108|len39	DRAMP29165|len36
DRAMP31108|len39	DRAMP29166|len36
DRAMP31108|len39	DRAMP29167|len36
DRAMP31108|len39	DRAMP29168|len49
DRAMP31108|len39	DRAMP29169|len40
DRAMP31108|len39	DRAMP29170|len40
DRAMP31108|len39	DRAMP29172|len40
DRAMP31108|len39	DRAMP29173|len40
DRAMP31108|len39	DRAMP29174|len40
DRAMP31108|len39	DRAMP29200|len42
DRAMP31108|len39	DRAMP29230|len37
DRAMP31108|len39	DRAMP29171|len49
DRAMP31111|len46	DRAMP31111|len46
DRAMP31122|len36	DRAMP31122|len36
DRAMP31122|len36	DRAMP31121|len42
DRAMP31123|len45	DRAMP31123|len45
DRAMP31123|len45	DRAMP31124|len36
DRAMP31123|len45	DRAMP31125|len36
DRAMP31123|len45	DRAMP31126|len36
DRAMP31123|len45	DRAMP31127|len36
DRAMP31128|len28	DRAMP31128|len28
DRAMP31129|len28	DRAMP31129|len28
DRAMP31132|len18	DRAMP31132|len18
DRAMP31132|len18	DRAMP31131|len18
DRAMP31134|len18	DRAMP31134|len18
DRAMP31134|len18	DRAMP31133|len18
DRAMP31134|len18	DRAMP31135|len18
DRAMP31136|len18	DRAMP31136|len18
DRAMP31138|len18	DRAMP31138|len18
DRAMP31138|len18	DRAMP31137|len18
DRAMP31140|len16	DRAMP31140|len16
DRAMP31140|len16	DRAMP31130|len18
DRAMP31140|len16	DRAMP31139|len14
DRAMP31140|len16	DRAMP31147|len18
DRAMP31143|len24	DRAMP31143|len24
DRAMP31143|len24	DRAMP31141|len20
DRAMP31143|len24	DRAMP31142|len22
DRAMP31145|len18	DRAMP31145|len18
DRAMP31146|len18	DRAMP31146|len18
DRAMP31148|len18	DRAMP31148|len18
DRAMP31149|len61	DRAMP31149|len61
DRAMP31150|len33	DRAMP31150|len33
DRAMP31150|len33	DRAMP31151|len32
DRAMP31150|len33	DRAMP31152|len33
DRAMP31150|len33	DRAMP31157|len30
DRAMP31150|len33	DRAMP31159|len28
DRAMP31150|len33	DRAMP31160|len29
DRAMP31153|len30	DRAMP31153|len30
DRAMP31154|len22	DRAMP31154|len22
DRAMP31154|len22	DRAMP31158|len25
DRAMP31154|len22	DRAMP31161|len24
DRAMP31155|len21	DRAMP31155|len21
DRAMP31156|len41	DRAMP31156|len41
DRAMP31162|len12	DRAMP31162|len12
DRAMP31164|len8	DRAMP31164|len8
DRAMP31165|len7	DRAMP31165|len7
DRAMP31166|len6	DRAMP31166|len6
DRAMP31167|len5	DRAMP31167|len5
DRAMP31172|len7	DRAMP31172|len7
DRAMP31174|len8	DRAMP31174|len8
DRAMP31176|len9	DRAMP31176|len9
DRAMP31185|len9	DRAMP31185|len9
DRAMP31186|len9	DRAMP31186|len9
DRAMP31187|len9	DRAMP31187|len9
DRAMP31187|len9	DRAMP31163|len9
DRAMP31188|len37	DRAMP31188|len37
DRAMP31189|len27	DRAMP31189|len27
DRAMP31190|len25	DRAMP31190|len25
DRAMP31191|len26	DRAMP31191|len26
DRAMP31192|len37	DRAMP31192|len37
DRAMP31193|len32	DRAMP31193|len32
DRAMP31194|len27	DRAMP31194|len27
DRAMP31195|len23	DRAMP31195|len23
DRAMP31196|len28	DRAMP31196|len28
DRAMP31197|len27	DRAMP31197|len27
DRAMP31198|len23	DRAMP31198|len23
DRAMP31199|len21	DRAMP31199|len21
DRAMP31200|len23	DRAMP31200|len23
DRAMP31201|len22	DRAMP31201|len22
DRAMP31201|len22	DRAMP31206|len20
DRAMP31201|len22	DRAMP31207|len21
DRAMP31201|len22	DRAMP31208|len20
DRAMP31202|len20	DRAMP31202|len20
DRAMP31203|len20	DRAMP31203|len20
DRAMP31204|len20	DRAMP31204|len20
DRAMP31205|len20	DRAMP31205|len20
DRAMP31215|len6	DRAMP31215|len6
DRAMP31223|len13	DRAMP31223|len13
DRAMP31223|len13	DRAMP31211|len13
DRAMP31223|len13	DRAMP31213|len13
DRAMP31223|len13	DRAMP31217|len13
DRAMP31223|len13	DRAMP31218|len13
DRAMP31223|len13	DRAMP31219|len13
DRAMP31223|len13	DRAMP31220|len13
DRAMP31223|len13	DRAMP31221|len13
DRAMP31223|len13	DRAMP31222|len13
DRAMP31223|len13	DRAMP31209|len13
DRAMP31224|len18	DRAMP31224|len18
DRAMP31224|len18	DRAMP30000|len19
DRAMP31226|len22	DRAMP31226|len22
DRAMP31230|len45	DRAMP31230|len45
DRAMP31231|len20	DRAMP31231|len20
DRAMP31232|len19	DRAMP31232|len19
DRAMP31233|len30	DRAMP31233|len30
DRAMP31234|len22	DRAMP31234|len22
DRAMP31234|len22	DRAMP31235|len23
DRAMP31234|len22	DRAMP31237|len23
DRAMP31234|len22	DRAMP31236|len23
DRAMP31239|len35	DRAMP31239|len35
DRAMP31241|len25	DRAMP31241|len25
DRAMP31241|len25	DRAMP31240|len27
DRAMP31242|len41	DRAMP31242|len41
DRAMP31242|len41	DRAMP31238|len49
DRAMP31242|len41	DRAMP31243|len36
DRAMP31244|len32	DRAMP31244|len32
DRAMP31246|len17	DRAMP31246|len17
DRAMP31246|len17	DRAMP31245|len21
DRAMP31250|len16	DRAMP31250|len16
DRAMP31250|len16	DRAMP31247|len19
DRAMP31250|len16	DRAMP31248|len18
DRAMP31250|len16	DRAMP31249|len17
DRAMP31271|len16	DRAMP31271|len16
DRAMP31272|len12	DRAMP31272|len12
DRAMP31272|len12	DRAMP31274|len15
DRAMP31273|len13	DRAMP31273|len13
DRAMP31275|len25	DRAMP31275|len25
DRAMP31277|len19	DRAMP31277|len19
DRAMP31278|len20	DRAMP31278|len20
DRAMP31279|len20	DRAMP31279|len20
DRAMP31282|len13	DRAMP31282|len13
DRAMP31282|len13	DRAMP31281|len14
DRAMP31283|len12	DRAMP31283|len12
DRAMP31284|len11	DRAMP31284|len11
DRAMP31285|len10	DRAMP31285|len10
DRAMP31288|len13	DRAMP31288|len13
DRAMP31288|len13	DRAMP31287|len14
DRAMP31288|len13	DRAMP31289|len12
DRAMP31288|len13	DRAMP31290|len11
DRAMP31288|len13	DRAMP31291|len16
DRAMP31288|len13	DRAMP31280|len15
DRAMP31288|len13	DRAMP31286|len15
DRAMP31292|len28	DRAMP31292|len28
DRAMP31293|len19	DRAMP31293|len19
DRAMP31294|len20	DRAMP31294|len20
DRAMP31296|len23	DRAMP31296|len23
DRAMP31296|len23	DRAMP31297|len21
DRAMP31296|len23	DRAMP31298|len19
DRAMP31296|len23	DRAMP31300|len22
DRAMP31296|len23	DRAMP31301|len20
DRAMP31299|len17	DRAMP31299|len17
DRAMP31299|len17	DRAMP31295|len18
DRAMP31299|len17	DRAMP31302|len18
DRAMP31299|len17	DRAMP31303|len18
DRAMP31310|len18	DRAMP31310|len18
DRAMP31310|len18	DRAMP31316|len18
DRAMP31310|len18	DRAMP31317|len18
DRAMP31310|len18	DRAMP31318|len18
DRAMP31310|len18	DRAMP31304|len18
DRAMP31310|len18	DRAMP31305|len18
DRAMP31310|len18	DRAMP31306|len18
DRAMP31310|len18	DRAMP31307|len18
DRAMP31310|len18	DRAMP31309|len18
DRAMP31310|len18	DRAMP31308|len18
DRAMP31310|len18	DRAMP31311|len18
DRAMP31310|len18	DRAMP31312|len18
DRAMP31310|len18	DRAMP31314|len18
DRAMP31310|len18	DRAMP31313|len18
DRAMP31310|len18	DRAMP31315|len18
DRAMP31310|len18	DRAMP31319|len18
DRAMP31310|len18	DRAMP31320|len18
DRAMP31310|len18	DRAMP31321|len18
DRAMP31310|len18	DRAMP31322|len18
DRAMP31310|len18	DRAMP31323|len18
DRAMP31310|len18	DRAMP31324|len18
DRAMP31310|len18	DRAMP31325|len18
DRAMP31310|len18	DRAMP31326|len18
DRAMP31327|len18	DRAMP31327|len18
DRAMP31328|len29	DRAMP31328|len29
DRAMP31328|len29	DRAMP31329|len33
DRAMP31330|len23	DRAMP31330|len23
DRAMP31330|len23	DRAMP31331|len26
DRAMP31332|len8	DRAMP31332|len8
DRAMP31335|len23	DRAMP31335|len23
DRAMP31335|len23	DRAMP04017|len23
DRAMP31335|len23	DRAMP04016|len23
DRAMP31335|len23	DRAMP03570|len23
DRAMP31338|len17	DRAMP31338|len17
DRAMP31338|len17	DRAMP29952|len20
DRAMP31338|len17	DRAMP20821|len20
DRAMP31338|len17	DRAMP31342|len20
DRAMP31338|len17	DRAMP31343|len20
DRAMP31338|len17	DRAMP30304|len17
DRAMP31348|len18	DRAMP31348|len18
DRAMP31349|len15	DRAMP31349|len15
DRAMP31349|len15	DRAMP02872|len18
DRAMP31349|len15	DRAMP31345|len18
DRAMP31349|len15	DRAMP31346|len18
DRAMP31358|len15	DRAMP31358|len15
DRAMP31358|len15	DRAMP31354|len12
DRAMP31358|len15	DRAMP31356|len17
DRAMP31358|len15	DRAMP31359|len19
DRAMP31358|len15	DRAMP31360|len13
DRAMP31358|len15	DRAMP31362|len12
DRAMP31363|len10	DRAMP31363|len10
DRAMP31364|len10	DRAMP31364|len10
DRAMP31365|len10	DRAMP31365|len10
DRAMP31366|len20	DRAMP31366|len20
DRAMP31367|len15	DRAMP31367|len15
DRAMP31368|len15	DRAMP31368|len15
DRAMP31369|len15	DRAMP31369|len15
